fullcategory,category,category_full,Gene.Name,Gene.Full.Name,A..ocellaris.Gene.ID,gene
metabolism (fatty acid synthesis),fatty,fatty,scdb,Stearoyl-CoA Desaturase B,111573906,XP_023134036.1
metabolism (fatty acid synthesis),fatty,fatty,scdb,Stearoyl-CoA Desaturase B,111573906,XP_023134037.1
metabolism (fatty acid synthesis),fatty,fatty,sirt1,Sirtuin 1,111573092,XP_054874292.1
metabolism (fatty acid synthesis),fatty,fatty,sirt1,Sirtuin 1,111573092,XP_023132837.2
metabolism (fatty acid synthesis),fatty,fatty,slc25a1a,Solute Carrier Family 25 Member 1,111582649,XP_023147219.2
metabolism (fatty acid synthesis),fatty,fatty,slc25a1b,Solute Carrier Family 25 Member 1,111583384,XP_023148221.2
metabolism (fatty acid synthesis),fatty,fatty,srebf1,Sterol Regulatory Element Binding Transcription Factor 1,111578189,XP_023140609.2
metabolism (fatty acid synthesis),fatty,fatty,srebf2,Sterol Regulatory Element Binding Transcription Factor 2,111583833,XP_023148850.2
metabolism (fatty acid synthesis),fatty,fatty,tbx2,T-Box Transcription Factor 2,111581231,XP_023145102.1
metabolism (fatty acid synthesis),fatty,fatty,tbx2,T-Box Transcription Factor 2,111581231,XP_054868156.1
metabolism (glycolysis),glycolysis,glycolysis,aldoa,"Aldolase, Fructose-Bisphosphate A",111581579,XP_035812957.2
metabolism (glycolysis),glycolysis,glycolysis,aldob,"Aldolase, Fructose-Bisphosphate B",111569501,XP_023127424.1
metabolism (glycolysis),glycolysis,glycolysis,aldoca,"Aldolase, Fructose-Bisphosphate C",111570123,XP_054867834.1
metabolism (glycolysis),glycolysis,glycolysis,aldocb,"Aldolase, Fructose-Bisphosphate C",111577734,XP_023139919.1
metabolism (glycolysis),glycolysis,glycolysis,eno1a,Enolase 1a,111570041,XP_023128338.1
metabolism (glycolysis),glycolysis,glycolysis,eno1a,Enolase 1a,111570041,XP_023128336.1
metabolism (glycolysis),glycolysis,glycolysis,eno1b,Enolase 1b,111563212,XP_023117939.2
metabolism (glycolysis),glycolysis,glycolysis,eno2a,Enolase 2a,111571074,XP_023129910.1
metabolism (glycolysis),glycolysis,glycolysis,eno2b,Enolase 2b,111586836,XP_054873749.1
metabolism (glycolysis),glycolysis,glycolysis,eno3,Enolase 3,111584160,XP_023149179.1
metabolism (glycolysis),glycolysis,glycolysis,eno3,Enolase 3,111584160,XP_023149180.1
metabolism (glycolysis),glycolysis,glycolysis,eno4,Enolase 4,111586843,XP_023152438.2
metabolism (glycolysis),glycolysis,glycolysis,eno4,Enolase 4,111586843,XP_054874688.1
metabolism (glycolysis),glycolysis,glycolysis,gapdha,Glyceraldehyde-3-Phosphate Dehydrogenase a,111585177,XP_023150351.1
metabolism (glycolysis),glycolysis,glycolysis,gapdhb,Glyceraldehyde-3-Phosphate Dehydrogenase b,111564297,XP_023119553.2
metabolism (glycolysis),glycolysis,glycolysis,gapdhs,"Glyceraldehyde-3-Phosphate Dehydrogenase, Spermatogenic",111586828,XP_023152409.1
metabolism (glycolysis),glycolysis,glycolysis,gck,Glucokinase (also known as hexokinase 4),111567820,XP_023124917.1
metabolism (glycolysis),glycolysis,glycolysis,gpia,Glucose-6-Phosphate Isomerase a,111578303,XP_035810845.1
metabolism (glycolysis),glycolysis,glycolysis,gpib,Glucose-6-Phosphate Isomerase b,111572242,XP_023131583.2
metabolism (glycolysis),glycolysis,glycolysis,hk1a,Hexokinase 1a,111576191,XP_023137522.2
metabolism (glycolysis),glycolysis,glycolysis,hk1b,Hexokinase 1b,111581369,XP_035812834.1
metabolism (glycolysis),glycolysis,glycolysis,hk1b,Hexokinase 1b,111581369,XP_035812835.1
metabolism (glycolysis),glycolysis,glycolysis,hk2,Hexokinase 2,111576917,XP_023138655.2
metabolism (glycolysis),glycolysis,glycolysis,pfkl,"Phosphofructokinase, Liver Type",111575578,XP_054871041.1
metabolism (glycolysis),glycolysis,glycolysis,pfkl,"Phosphofructokinase, Liver Type",111575578,XP_054871042.1
metabolism (glycolysis),glycolysis,glycolysis,pfkma,"Phosphofructokinase, Muscle",111566980,XP_035802964.2
metabolism (glycolysis),glycolysis,glycolysis,pfkmb,"Phosphofructokinase, Muscle",111588746,XP_023155052.1
metabolism (glycolysis),glycolysis,glycolysis,pfkpa,"Phosphofructokinase, Platelet",111577540,XP_023139648.1
metabolism (glycolysis),glycolysis,glycolysis,pfkpa,"Phosphofructokinase, Platelet",111577540,XP_023139650.1
metabolism (glycolysis),glycolysis,glycolysis,pfkpb,"Phosphofructokinase, Platelet",111563872,XP_054870516.1
metabolism (glycolysis),glycolysis,glycolysis,pfkpb,"Phosphofructokinase, Platelet",111563872,XP_054870517.1
metabolism (glycolysis),glycolysis,glycolysis,pgam1a,Phosphoglycerate Mutase 1a,111564371,XP_023119660.1
metabolism (glycolysis),glycolysis,glycolysis,pgam1b,Phosphoglycerate Mutase 1b,111571862,XP_023131017.1
metabolism (glycolysis),glycolysis,glycolysis,pgam2,Phosphoglycerate Mutase 2,111565727,XP_023121705.1
metabolism (glycolysis),glycolysis,glycolysis,pgk1,Phosphoglycerate Kinase 1,111563005,XP_023117637.1
metabolism (glycolysis),glycolysis,glycolysis,pklr,Pyruvate Kinase L/R,111567467,XP_023124387.1
metabolism (glycolysis),glycolysis,glycolysis,pklr,Pyruvate Kinase L/R,111567467,XP_035803325.1
metabolism (glycolysis),glycolysis,glycolysis,pkma,Pyruvate Kinase M1/2 a,111567617,XP_054866673.1
metabolism (glycolysis),glycolysis,glycolysis,pkma,Pyruvate Kinase M1/2 a,111567617,XP_054866677.1
metabolism (glycolysis),glycolysis,glycolysis,pkmb,Pyruvate Kinase M1/2 b,111587605,XP_054865376.1
metabolism (glycolysis),glycolysis,glycolysis,pkmb,Pyruvate Kinase M1/2 b,111587605,XP_023153390.1
metabolism (glycolysis),glycolysis,glycolysis,tpi1a,Triosephosphate Isomerase 1a,111569237,XP_054873750.1
metabolism (glycolysis),glycolysis,glycolysis,tpi1b,Triosephosphate Isomerase 1b,111571079,XP_023129916.1
metabolism (lactic fermentation),lactic,lactic,ldha,Lactate Dehydrogenase A,111574434,XP_023134783.1
metabolism (lactic fermentation),lactic,lactic,ldhba,Lactate Dehydrogenase Ba,111573496,XP_023133459.1
metabolism (lactic fermentation),lactic,lactic,ldhba,Lactate Dehydrogenase Ba,111573496,XP_054862647.1
metabolism (lactic fermentation),lactic,lactic,ldhbb,Lactate Dehydrogenase Bb,111566779,XP_023123299.2
metabolism (lactic fermentation),lactic,lactic,ldhbb,Lactate Dehydrogenase Bb,111566779,XP_023123300.1
metabolism (lactic fermentation),lactic,lactic,ldhd,Lactate Dehydrogenase D,111585281,XP_023150489.1
metabolism (lactic fermentation),lactic,lactic,ldhd,Lactate Dehydrogenase D,111585281,XP_054872880.1
metabolism (PDH complex),glycolysis,glycolysis,dlat,Dihydrolipoamide S-Acetyltransferase,111580642,XP_023144253.2
metabolism (PDH complex),glycolysis,glycolysis,pdha1aa,Pyruvate Dehydrogenase E1 Subunit Alpha 1,111573817,XP_023133915.2
metabolism (PDH complex),glycolysis,glycolysis,pdha1ab,Pyruvate Dehydrogenase E1 Subunit Alpha 1,111564564,XP_023119985.1
metabolism (PDH complex),glycolysis,glycolysis,pdha1ab,Pyruvate Dehydrogenase E1 Subunit Alpha 1,111564564,XP_023119992.1
metabolism (PDH complex),glycolysis,glycolysis,pdhb,Pyruvate Dehydrogenase E1 Subunit Beta,111575268,XP_023136064.2
metabolism (PDH complex),glycolysis,glycolysis,pdhx,Pyruvate Dehydrogenase Complex Component X,111563941,XP_023118986.2
metabolism (PDH complex),glycolysis,glycolysis,pdk1,Pyruvate Dehydrogenase Kinase 1,111582187,XP_023146524.2
metabolism (PDH complex),glycolysis,glycolysis,pdk2,Pyruvate Dehydrogenase Kinase 2,111580959,XP_023144681.2
metabolism (PDH complex),glycolysis,glycolysis,pdk3,Pyruvate Dehydrogenase Kinase 3,111587703,XP_023153549.2
metabolism (PDH complex),glycolysis,glycolysis,pdk4,Pyruvate Dehydrogenase Kinase 4,111583715,XP_023148691.1
metabolism (TCA cycle),krebs,krebs,aco1,Aconitase 1,111581171,XP_023144983.1
metabolism (TCA cycle),krebs,krebs,aco1,Aconitase 1,111581171,XP_023144988.1
metabolism (TCA cycle),krebs,krebs,aco2a,Aconitase 2a,111574399,XP_023134731.1
metabolism (TCA cycle),krebs,krebs,aco2b,Aconitase 2b,111570322,XP_023128791.2
metabolism (TCA cycle),krebs,krebs,cs,Citrate Synthase,111581808,XP_023145965.1
metabolism (TCA cycle),krebs,krebs,dld,Dihydrolipoamide Dehydrogenase,111567523,XP_023124468.1
metabolism (TCA cycle),krebs,krebs,dlsta,Dihydrolipoamide S-Succinyltransferase a,111577217,XP_023139135.2
metabolism (TCA cycle),krebs,krebs,dlstb,Dihydrolipoamide S-Succinyltransferase b,111583364,XP_035814118.2
metabolism (TCA cycle),krebs,krebs,fh,Fumarate Hydratase,111564942,XP_023120595.1
metabolism (TCA cycle),krebs,krebs,idh1,Isocitrate Dehydrogenase (NADP(+)) 1,111585775,XP_023151143.2
metabolism (TCA cycle),krebs,krebs,idh2,Isocitrate Dehydrogenase (NADP(+)) 2,111582091,XP_023146349.1
metabolism (TCA cycle),krebs,krebs,idh3aa,Isocitrate Dehydrogenase (NAD(+)) 3 Catalytic Subunit Alpha a,111581263,XP_023145145.2
metabolism (TCA cycle),krebs,krebs,idh3aa,Isocitrate Dehydrogenase (NAD(+)) 3 Catalytic Subunit Alpha a,111581263,XP_023145146.2
metabolism (TCA cycle),krebs,krebs,idh3ab,Isocitrate Dehydrogenase (NAD(+)) 3 Catalytic Subunit Alpha b,111567961,XP_023125147.2
metabolism (TCA cycle),krebs,krebs,idh3b,Isocitrate Dehydrogenase (NAD(+)) 3 Non-Catalytic Subunit Beta,111578747,XP_023141455.1
metabolism (TCA cycle),krebs,krebs,idh3b,Isocitrate Dehydrogenase (NAD(+)) 3 Non-Catalytic Subunit Beta,111578747,XP_023141456.1
metabolism (TCA cycle),krebs,krebs,idh3ga,Isocitrate Dehydrogenase (NAD(+)) 3 Non-Catalytic Subunit Gamma a,111576520,XP_023138004.2
metabolism (TCA cycle),krebs,krebs,idh3ga,Isocitrate Dehydrogenase (NAD(+)) 3 Non-Catalytic Subunit Gamma a,111576520,XP_035809635.2
metabolism (TCA cycle),krebs,krebs,idh3gb,Isocitrate Dehydrogenase (NAD(+)) 3 Non-Catalytic Subunit Gamma b,111569363,XP_054868796.1
metabolism (TCA cycle),krebs,krebs,idh3gb,Isocitrate Dehydrogenase (NAD(+)) 3 Non-Catalytic Subunit Gamma b,111569363,XP_054868797.1
metabolism (TCA cycle),krebs,krebs,mdh1aa,Malate Dehydrogenase 1a a,111583457,XP_023148344.1
metabolism (TCA cycle),krebs,krebs,mdh1aa,Malate Dehydrogenase 1a a,111583457,XP_023148345.1
metabolism (TCA cycle),krebs,krebs,mdh1ab,Malate Dehydrogenase 1a b,111585118,XP_023150267.2
metabolism (TCA cycle),krebs,krebs,mdh1b,Malate Dehydrogenase 1b,111568753,XP_035804210.2
metabolism (TCA cycle),krebs,krebs,mdh1b,Malate Dehydrogenase 1b,111568753,XP_023126318.2
metabolism (TCA cycle),krebs,krebs,mdh2,Malate Dehydrogenase 2,111562480,XP_023116786.1
metabolism (TCA cycle),krebs,krebs,ogdha,Oxoglutarate Dehydrogenase a,111571237,XP_054867072.1
metabolism (TCA cycle),krebs,krebs,ogdha,Oxoglutarate Dehydrogenase a,111571237,XP_054867071.1
metabolism (TCA cycle),krebs,krebs,ogdhb,Oxoglutarate Dehydrogenase b,111570189,XP_023128575.1
metabolism (TCA cycle),krebs,krebs,ogdhl,Oxoglutarate Dehydrogenase L,111564369,XP_023119657.1
metabolism (TCA cycle),krebs,krebs,ogdhl,Oxoglutarate Dehydrogenase L,111564369,XP_035801197.1
metabolism (TCA cycle),krebs,krebs,sdha,Succinate Dehydrogenase Complex Flavoprotein Subunit A,111572960,XP_023132622.1
metabolism (TCA cycle),krebs,krebs,sdhaf2,Succinate Dehydrogenase Complex Assembly Factor 2,111574615,XP_023135063.1
metabolism (TCA cycle),krebs,krebs,sdhaf3,Succinate Dehydrogenase Complex Assembly Factor 3,111564283,XP_023119526.1
metabolism (TCA cycle),krebs,krebs,sdhaf4,Succinate Dehydrogenase Complex Assembly Factor 4,111564311,XP_023119572.1
metabolism (TCA cycle),krebs,krebs,sdhba,Succinate Dehydrogenase Complex Iron Sulfur Subunit B a,111574361,XP_023134681.1
metabolism (TCA cycle),krebs,krebs,sdhbb,Succinate Dehydrogenase Complex Iron Sulfur Subunit B b,111564743,XP_023120291.1
metabolism (TCA cycle),krebs,krebs,sdhc,Succinate Dehydrogenase Complex Subunit C,111574631,XP_054870026.1
metabolism (TCA cycle),krebs,krebs,sdhc,Succinate Dehydrogenase Complex Subunit C,111574631,XP_023135094.1
metabolism (TCA cycle),krebs,krebs,sdhd,Succinate Dehydrogenase Complex Subunit D,111571475,XP_023130422.1
metabolism (TCA cycle),krebs,krebs,sucla2,Succinate-CoA Ligase ADP-Forming Subunit Beta,111570839,XP_023129554.1
metabolism (TCA cycle),krebs,krebs,suclg1,Succinate-CoA Ligase GDP/ADP-Forming Subunit Alpha,111567773,XP_023124844.2
metabolism (TCA cycle),krebs,krebs,suclg2,Succinate-CoA Ligase GDP-Forming Subunit Beta,111588787,XP_054866885.1
osmoregulation,osmoregulation,osmoregulation,aqp1a,Aquaporin 1 (Colton Blood Group),111568627,XP_023126122.1
osmoregulation,osmoregulation,osmoregulation,aqp3a,Aquaporin 3 (Gill Blood Group),111576597,XP_023138111.1
osmoregulation,osmoregulation,osmoregulation,aqp3b,Aquaporin 3 (Gill Blood Group),111573050,XP_023132743.2
osmoregulation,osmoregulation,osmoregulation,aqp4,Aquaporin 4,111580249,XP_023143644.3
osmoregulation,osmoregulation,osmoregulation,aqp4,Aquaporin 4,111580249,XP_023143645.2
osmoregulation,osmoregulation,osmoregulation,aqp7,Aquaporin 7,111581191,XP_023145048.1
osmoregulation,osmoregulation,osmoregulation,aqp8a.1,Aquaporin 8a.1,111582405,XP_023146836.1
osmoregulation,osmoregulation,osmoregulation,aqp8a.2,Aquaporin 8a.2,111582409,XP_023146839.1
osmoregulation,osmoregulation,osmoregulation,aqp8b,Aquaporin 8b,111577354,XP_035810241.1
osmoregulation,osmoregulation,osmoregulation,aqp9a,Aquaporin 9a,111577255,XP_023139180.1
osmoregulation,osmoregulation,osmoregulation,aqp9b,Aquaporin 9b,111578414,XP_023140977.1
osmoregulation,osmoregulation,osmoregulation,aqp10a,Aquaporin 10a,111562991,XP_023117619.1
osmoregulation,osmoregulation,osmoregulation,aqp10b,Aquaporin 10b,111562516,XP_023116860.1
osmoregulation,osmoregulation,osmoregulation,aqp11,Aquaporin 11,111573572,XP_023133574.1
osmoregulation,osmoregulation,osmoregulation,asic4,Acid Sensing Ion Channel Subunit Family Member 4,111571833,XP_035806378.2
osmoregulation,osmoregulation,osmoregulation,asic4,Acid Sensing Ion Channel Subunit Family Member 4,111571833,XP_023130981.2
osmoregulation,osmoregulation,osmoregulation,atp1a1a,ATPase Na+/K+ Transporting Subunit Alpha 1,111565636,XP_023121556.1
osmoregulation,osmoregulation,osmoregulation,atp1a2,ATPase Na+/K+ Transporting Subunit Alpha 2,111574622,XP_023135081.2
osmoregulation,osmoregulation,osmoregulation,atp1a2,ATPase Na+/K+ Transporting Subunit Alpha 2,111574622,XP_054870439.1
osmoregulation,osmoregulation,osmoregulation,atp1a3a,ATPase Na+/K+ Transporting Subunit Alpha 3,111563192,XP_023117914.1
osmoregulation,osmoregulation,osmoregulation,atp1a3b,ATPase Na+/K+ Transporting Subunit Alpha 3,111572387,XP_023131822.1
osmoregulation,osmoregulation,osmoregulation,atp1a3b,ATPase Na+/K+ Transporting Subunit Alpha 3,111572387,XP_023131823.1
osmoregulation,osmoregulation,osmoregulation,atp1b1a,ATPase Na+/K+ Transporting Subunit Beta 1,111582633,XP_023147196.1
osmoregulation,osmoregulation,osmoregulation,atp1b1b,ATPase Na+/K+ Transporting Subunit Beta 1,111568143,XP_023125415.1
osmoregulation,osmoregulation,osmoregulation,atp1b2a,ATPase Na+/K+ Transporting Subunit Beta 2,111563202,XP_054863607.1
osmoregulation,osmoregulation,osmoregulation,atp1b2a,ATPase Na+/K+ Transporting Subunit Beta 2,111563202,XP_054863608.1
osmoregulation,osmoregulation,osmoregulation,atp1b2b,ATPase Na+/K+ Transporting Subunit Beta 2,111577662,XP_035810437.1
osmoregulation,osmoregulation,osmoregulation,atp1b2b,ATPase Na+/K+ Transporting Subunit Beta 2,111577662,XP_023139806.1
osmoregulation,osmoregulation,osmoregulation,atp1b4,ATPase Na+/K+ Transporting Family Member Beta 4,111570111,XP_023128435.1
osmoregulation,osmoregulation,osmoregulation,atp6v0a1a,ATPase H+ Transporting V0 Subunit A1a,111576404,XP_023137828.1
osmoregulation,osmoregulation,osmoregulation,atp6v0a1a,ATPase H+ Transporting V0 Subunit A1a,111576404,XP_023137829.1
osmoregulation,osmoregulation,osmoregulation,atp6v0a1b,ATPase H+ Transporting V0 Subunit A1b,111565179,XP_023120968.1
osmoregulation,osmoregulation,osmoregulation,atp6v0a1b,ATPase H+ Transporting V0 Subunit A1b,111565179,XP_023120969.1
osmoregulation,osmoregulation,osmoregulation,atp6v0a2a,ATPase H+ Transporting V0 Subunit A 2a,111570725,XP_023129407.2
osmoregulation,osmoregulation,osmoregulation,atp6v0a2a,ATPase H+ Transporting V0 Subunit A 2a,111570725,XP_023129408.2
osmoregulation,osmoregulation,osmoregulation,atp6v0a2b,ATPase H+ Transporting V0 Subunit A 2b ,111575830,XP_023136955.1
osmoregulation,osmoregulation,osmoregulation,atp6v0b,ATPase H+ Transporting V0 Subunit B,111586783,XP_023152356.1
osmoregulation,osmoregulation,osmoregulation,atp6v1aa,ATPase H+ Transporting V1 Subunit A a,111587180,XP_023152800.1
osmoregulation,osmoregulation,osmoregulation,atp6v1ab,ATPase H+ Transporting V1 Subunit A b,111583144,XP_023147859.2
osmoregulation,osmoregulation,osmoregulation,atp6v1c1a,ATPase H+ Transporting V1 Subunit C 1a,111569401,XP_023127255.1
osmoregulation,osmoregulation,osmoregulation,atp6v1c1b,ATPase H+ Transporting V1 Subunit C 1b,111563759,XP_023118768.1
osmoregulation,osmoregulation,osmoregulation,avpr1a,Arginine Vasopressin Receptor 1A (also known as arginine vasotocin),111577767,XP_023139962.2
osmoregulation,osmoregulation,osmoregulation,cftr,CF Transmembrane Conductance Regulator,111570180,XP_054865286.1
osmoregulation,osmoregulation,osmoregulation,clcn2a,Chloride Voltage-Gated Channel 2a,111578818,XP_035811171.1
osmoregulation,osmoregulation,osmoregulation,clcn2a,Chloride Voltage-Gated Channel 2a,111578818,XP_035811172.1
osmoregulation,osmoregulation,osmoregulation,clcn2b,Chloride Voltage-Gated Channel 2b,111567581,XP_054868015.1
osmoregulation,osmoregulation,osmoregulation,clcn2b,Chloride Voltage-Gated Channel 2b,111567581,XP_035803395.1
osmoregulation,osmoregulation,osmoregulation,clcn3,Chloride Voltage-Gated Channel 3,111576825,XP_023138517.1
osmoregulation,osmoregulation,osmoregulation,clcn3,Chloride Voltage-Gated Channel 3,111576825,XP_023138519.1
osmoregulation,osmoregulation,osmoregulation,cyp11a2,Cytochrome P450 Family 11 Subfamily A Member 2,111587899,XP_023153795.2
osmoregulation,osmoregulation,osmoregulation,cyp11c1,Cytochrome P450 Family 11 Subfamily C Member 1,111575932,XP_054869619.1
osmoregulation,osmoregulation,osmoregulation,gh,Growth hormone 1,111568175,XP_023125450.1
osmoregulation,osmoregulation,osmoregulation,ghra,Growth hormone receptor a,111575664,XP_023136701.2
osmoregulation,osmoregulation,osmoregulation,ghra,Growth hormone receptor a,111575664,XP_023136702.2
osmoregulation,osmoregulation,osmoregulation,ghrb,Growth hormone receptor b,111572695,XP_054875288.1
osmoregulation,osmoregulation,osmoregulation,gr1,Nuclear Receptor Subfamily 3 Group C Member 1 (glucocorticoid receptor),111565142,XP_023120919.1
osmoregulation,osmoregulation,osmoregulation,gr1,Nuclear Receptor Subfamily 3 Group C Member 1 (glucocorticoid receptor),111565142,XP_035801798.1
osmoregulation,osmoregulation,osmoregulation,gr2,Nuclear Receptor Subfamily 3 Group C Member 2 (glucocorticoid receptor),111574492,XP_054873147.1
osmoregulation,osmoregulation,osmoregulation,gr2,Nuclear Receptor Subfamily 3 Group C Member 2 (glucocorticoid receptor),111574492,XP_054873148.1
osmoregulation,osmoregulation,osmoregulation,mr,Nuclear Receptor Subfamily 3 Group C Member 2 (mineralocorticoid receptor),111563254,XP_023118011.2
osmoregulation,osmoregulation,osmoregulation,prl,Prolactin,111564969,XP_023120635.2
osmoregulation,osmoregulation,osmoregulation,prl2,Prolactin 2,111583853,XP_023148869.2
osmoregulation,osmoregulation,osmoregulation,prlh,Prolactin Releasing Hormone,111587715,XP_023153569.2
osmoregulation,osmoregulation,osmoregulation,prlh2r,Prolactin Releasing Hormone 2 Receptor,111582676,XP_023147259.2
osmoregulation,osmoregulation,osmoregulation,prlh2ra,Prolactin Releasing Hormone Receptor,111579807,XP_023143026.1
osmoregulation,osmoregulation,osmoregulation,prlra,Prolactin Receptor a,111587892,XP_023153788.1
osmoregulation,osmoregulation,osmoregulation,prlrb,Prolactin Receptor b,111580394,XP_054867410.1
osmoregulation,osmoregulation,osmoregulation,prlrb,Prolactin Receptor b,111580394,XP_035812167.2
osmoregulation,osmoregulation,osmoregulation,slc12a1,Solute Carrier Family 12 Member 1 (also known as NKCC2),111565760,XP_023121761.1
osmoregulation,osmoregulation,osmoregulation,slc12a2,Solute Carrier Family 12 Member 2 (also known as NKCC1),111570358,XP_023128841.1
osmoregulation,osmoregulation,osmoregulation,slc12a2,Solute Carrier Family 12 Member 2 (also known as NKCC1),111570358,XP_023128842.1
osmoregulation ,osmoregulation,osmoregulation,slc12a3,Solute Carrier Family 12 Member 3 (also known as NCC),111569002,XP_054865418.1
osmoregulation ,osmoregulation,osmoregulation,slc12a10,Solute Carrier Family 12 Member 10,111571725,XP_023130793.2
osmoregulation (coupled to acid base regulation),osmoregulation,osmoregulation,ca2,Carbonic Anhydrase 2,111569220,XP_023127008.1
osmoregulation (coupled to acid base regulation),osmoregulation,osmoregulation,slc4a1a,Solute Carrier Family 4 Member 1 (also known as anion exchanger 1a),111588885,XP_035799387.1
osmoregulation (coupled to acid base regulation),osmoregulation,osmoregulation,slc4a1a,Solute Carrier Family 4 Member 1 (also known as anion exchanger 1a),111588885,XP_054860903.1
osmoregulation (coupled to acid base regulation),osmoregulation,osmoregulation,slc4a1b,Solute Carrier Family 4 Member 1 (also known as anion exchanger 1b),111579031,XP_023141857.2
osmoregulation (coupled to acid base regulation),osmoregulation,osmoregulation,slc4a4a,Solute Carrier Family 4 Member 4 (also known as sodium bicarbonate cotransporter 1 (nbc1)),111580538,XP_054867162.1
osmoregulation (coupled to acid base regulation),osmoregulation,osmoregulation,slc4a4a,Solute Carrier Family 4 Member 4 (also known as sodium bicarbonate cotransporter 1 (nbc1)),111580538,XP_054867163.1
osmoregulation (coupled to acid base regulation),osmoregulation,osmoregulation,slc26a6,Solute Carrier Family 26 Member 6 (also known as Cl-/HCO3- exchanger),111570007,XP_054869244.1
osmoregulation (coupled to acid base regulation),osmoregulation,osmoregulation,slc9a2,Solute Carrier Family 9 Member A2 (also known as electroneutral Na+/H+ exchanger 2 (nhe2)),111567989,XP_023125189.1
osmoregulation (coupled to acid base regulation),osmoregulation,osmoregulation,slc9a3,Solute Carrier Family 9 Member A3 (also known as electroneutral Na+/H+ exchanger 3 (nhe3)),111586623,XP_023152152.2
osmoregulation (coupled to acid base regulation),osmoregulation,osmoregulation,slc9a3,Solute Carrier Family 9 Member A3 (also known as electroneutral Na+/H+ exchanger 3 (nhe3)),111586623,XP_035797984.2
osmoregulation (coupled to ammonium transport),osmoregulation,osmoregulation,rhbg,Rh Family B Glycoprotein,111580558,XP_023144131.2
osmoregulation (coupled to ammonium transport),osmoregulation,osmoregulation,rhcg,Rh Family C Glycoprotein ,111562985,XP_023117593.2
osmoregulation (paracellular permeability: tight junctions),osmoregulation,osmoregulation,cldn1,Claudin 1,111585509,XP_023150807.1
osmoregulation (paracellular permeability: tight junctions),osmoregulation,osmoregulation,cldn2,Claudin 2,111573055,XP_023132774.2
osmoregulation (paracellular permeability: tight junctions),osmoregulation,osmoregulation,cldn4,Claudin 4,111579990,XP_023143307.1
osmoregulation (paracellular permeability: tight junctions),osmoregulation,osmoregulation,cldn4,Claudin 4,111579990,XP_054872940.1
osmoregulation (paracellular permeability: tight junctions),osmoregulation,osmoregulation,cldn5a,Claudin 5a,111573362,XP_023133255.1
osmoregulation (paracellular permeability: tight junctions),osmoregulation,osmoregulation,cldn5b,Claudin 5b,111584704,XP_023149688.2
osmoregulation (paracellular permeability: tight junctions),osmoregulation,osmoregulation,cldn7a,Claudin 7a,111585750,XP_023151115.1
osmoregulation (paracellular permeability: tight junctions),osmoregulation,osmoregulation,cldn7b,Claudin 7b ,111571974,XP_023131193.1
osmoregulation (paracellular permeability: tight junctions),osmoregulation,osmoregulation,cldn8.1,Claudin 8.1,111563696,XP_023118679.1
osmoregulation (paracellular permeability: tight junctions),osmoregulation,osmoregulation,cldn10a,Claudin 10a,111589080,XP_023155559.1
osmoregulation (paracellular permeability: tight junctions),osmoregulation,osmoregulation,cldn10b,Claudin 10b,111569961,XP_023128202.1
osmoregulation (paracellular permeability: tight junctions),osmoregulation,osmoregulation,cldn10b,Claudin 10b,111569961,XP_023128203.1
osmoregulation (paracellular permeability: tight junctions),osmoregulation,osmoregulation,cldn11a,Claudin 11a,111569802,XP_023127935.1
osmoregulation (paracellular permeability: tight junctions),osmoregulation,osmoregulation,cldn11b,Claudin 11b,111583760,XP_023148756.1
osmoregulation (paracellular permeability: tight junctions),osmoregulation,osmoregulation,cldn12,Claudin 12,111581707,XP_023145769.2
osmoregulation (paracellular permeability: tight junctions),osmoregulation,osmoregulation,cldn12,Claudin 12,111581707,XP_023145770.2
osmoregulation (paracellular permeability: tight junctions),osmoregulation,osmoregulation,cldn14,Claudin 14,111575392,XP_054871359.1
osmoregulation (paracellular permeability: tight junctions),osmoregulation,osmoregulation,cldn14,Claudin 14,111575392,XP_054871360.1
osmoregulation (paracellular permeability: tight junctions),osmoregulation,osmoregulation,cldn15a,Claudin 15a,111581575,XP_023145569.1
osmoregulation (paracellular permeability: tight junctions),osmoregulation,osmoregulation,cldn15b,Claudin 15b,111588522,XP_023154716.1
osmoregulation (paracellular permeability: tight junctions),osmoregulation,osmoregulation,cldn15b,Claudin 15b,111588522,XP_054873322.1
osmoregulation (paracellular permeability: tight junctions),osmoregulation,osmoregulation,cldn18,Claudin 18,111568770,XP_035804222.1
osmoregulation (paracellular permeability: tight junctions),osmoregulation,osmoregulation,cldn19,Claudin 19,111574107,XP_023134304.1
osmoregulation (paracellular permeability: tight junctions),osmoregulation,osmoregulation,cldn19,Claudin 19,111574107,XP_023134312.1
osmoregulation (paracellular permeability: tight junctions),osmoregulation,osmoregulation,cldn20,Claudin 20,111569654,XP_023127683.1
osmoregulation (paracellular permeability: tight junctions),osmoregulation,osmoregulation,cldn23.1,Claudin 23.1,111565728,XP_023121707.2
osmoregulation (paracellular permeability: tight junctions),osmoregulation,osmoregulation,cldn26,Claudin 26,111568331,XP_023125711.2
osmoregulation (paracellular permeability: tight junctions),osmoregulation,osmoregulation,cldn29,Claudin 29,111579997,XP_023143319.1
osmoregulation (paracellular permeability: tight junctions),osmoregulation,osmoregulation,cldn30,Claudin 30,111579989,XP_023143306.2
